id,name,gender,birth_date,birth_city,birth_country,birth_continent,alive,prize_year,prize_category,prize_sort_order,prize_portion,prize_status,prize_motivation,prize_amount_adjusted,prize_affiliation_name,prize_affiliation_city,prize_affiliation_country,age
915,Jean Tirole,male,1953,Troyes,France,Europe,1,2014,Economic Sciences,1,1,received,for his analysis of market power and regulation,10301676,Toulouse School of Economics (TSE),Toulouse,France,61
832,Jean-Marie Gustave Le Clézio,male,1940,Nice,France,Europe,1,2008,Literature,1,1,received,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",13432401,,,,68
268,Jean-Marie Lehn,male,1939,Rosheim,France,Europe,1,1987,Chemistry,2,1/3,received,for their development and use of molecules with structure-specific interactions of high selectivity,5255110,Université Louis Pasteur,Strasbourg,France,48
637,Jean-Paul Sartre,male,1905,Paris,France,Europe,0,1964,Literature,1,1,declined,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",3476602,,,,59
931,Jean-Pierre Sauvage,male,1944,Paris,France,Europe,1,2016,Chemistry,1,1/3,received,for the design and synthesis of molecular machines,10204759,University of Strasbourg,Strasbourg,France,72
938,Jeffrey C. Hall,male,1945,"New York, NY",USA,North America,1,2017,Physiology or Medicine,1,1/3,received,for their discoveries of molecular mechanisms controlling the circadian rhythm,11280587,University of Maine,"Maine, ME",USA,72
992,Jennifer A. Doudna,female,1964,"Washington, D.C.",USA,North America,1,2020,Chemistry,2,1/2,received,for the development of a method for genome editing,12017727,University of California,"Berkeley, CA",USA,56
289,Jens C. Skou,male,1918,Lemvig,Denmark,Europe,0,1997,Chemistry,3,1/2,received,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",11768210,Aarhus University,Aarhus,Denmark,79
138,Jerome I. Friedman,male,1930,"Chicago, IL",USA,North America,1,1990,Physics,1,1/3,received,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",7780591,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,60
263,Jerome Karle,male,1918,"New York, NY",USA,North America,0,1985,Chemistry,2,1/2,received,for their outstanding achievements in the development of direct methods for the determination of crystal structures,4725513,US Naval Research Laboratory,"Washington, D.C.",USA,67
762,Jimmy Carter,male,1924,"Plains, GA",USA,North America,1,2002,Peace,1,1,received,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",14794608,,,,78
945,Joachim Frank,male,1940,Siegen,Germany,Europe,1,2017,Chemistry,2,1/3,received,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,11280587,Columbia University,"New York, NY",USA,77
565,Jody Williams,female,1950,"Rutland, VT",USA,North America,1,1997,Peace,2,1/2,received,for their work for the banning and clearing of anti-personnel mines,11768210,,,,47
270,Johann Deisenhofer,male,1943,Zusamaltheim,Germany,Europe,1,1988,Chemistry,1,1/3,received,for the determination of the three-dimensional structure of a photosynthetic reaction centre,5711100,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,45
15,Johannes Diderik van der Waals,male,1837,Leiden,the Netherlands,Europe,0,1910,Physics,1,1,received,for his work on the equation of state for gases and liquids,8765417,Amsterdam University,Amsterdam,the Netherlands,73
316,Johannes Fibiger,male,1867,Silkeborg,Denmark,Europe,0,1926,Physiology or Medicine,1,1,received,for his discovery of the Spiroptera carcinoma,4023773,Copenhagen University,Copenhagen,Denmark,59
24,Johannes Stark,male,1874,Schickenhof,Germany,Europe,0,1919,Physics,1,1,received,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,2922455,Greifswald University,Greifswald,Germany,45
614,Johannes V. Jensen,male,1873,Farsø,Denmark,Europe,0,1944,Literature,1,1,received,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",3086192,,,,71
756,John B. Fenn,male,1917,"New York, NY",USA,North America,0,2002,Chemistry,1,1/4,received,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,14794608,Virginia Commonwealth University,"Richmond, VA",USA,85
976,John B. Goodenough,male,1922,Jena,Germany,Europe,0,2019,Chemistry,1,1/3,received,for the development of lithium-ion batteries,10866946,University of Texas,"Austin, TX",USA,97
66,John Bardeen,male,1908,"Madison, WI",USA,North America,0,1956,Physics,2,1/3,received,for their researches on semiconductors and their discovery of the transistor effect,3318586,University of Illinois,"Urbana, IL",USA,48
66,John Bardeen,male,1908,"Madison, WI",USA,North America,0,1972,Physics,1,1/3,received,"for their jointly developed theory of superconductivity, usually called the BCS-theory",4113011,University of Illinois,"Urbana, IL",USA,64
711,John C. Harsanyi,male,1920,Budapest,Hungary,Europe,0,1994,Economic Sciences,1,1/3,received,for their pioneering analysis of equilibria in the theory of non-cooperative games,11370684,University of California,"Berkeley, CA",USA,74
227,John C. Kendrew,male,1917,Oxford,United Kingdom,Europe,0,1962,Chemistry,2,1/2,received,for their studies of the structures of globular proteins,3487601,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,45
804,John C. Mather,male,1946,"Roanoke, VA",USA,North America,1,2006,Physics,1,1/2,received,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,14202095,NASA Goddard Space Flight Center,"Greenbelt, MD",USA,60
266,John C. Polanyi,male,1929,Berlin,Germany,Europe,1,1986,Chemistry,3,1/3,received,for their contributions concerning the dynamics of chemical elementary processes,5038251,University of Toronto,Toronto,Canada,57
1013,John Clauser,male,1942,"Pasadena, CA",USA,North America,1,2022,Physics,2,1/3,received,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",10852166,J.F. Clauser & Assoc.,"Walnut Creek, CA",USA,80
56,John Cockcroft,male,1897,Todmorden,United Kingdom,Europe,0,1951,Physics,1,1/2,received,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,3302100,Atomic Energy Research Establishment,"Harwell, Berkshire",United Kingdom,54
247,John Cornforth,male,1917,Sydney,Australia,Oceania,0,1975,Chemistry,1,1/2,received,for his work on the stereochemistry of enzyme-catalyzed reactions,4184870,University of Sussex,Brighton,United Kingdom,58
752,John E. Sulston,male,1942,Cambridge,United Kingdom,Europe,0,2002,Physiology or Medicine,3,1/3,received,for their discoveries concerning genetic regulation of organ development and programmed cell death',14794608,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,60
288,John E. Walker,male,1941,Halifax,United Kingdom,Europe,1,1997,Chemistry,2,1/4,received,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),11768210,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,56
356,John F. Enders,male,1897,"West Hartford, CT",USA,North America,0,1954,Physiology or Medicine,1,1/3,received,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,3245708,Harvard Medical School,"Boston, MA",USA,57
712,John F. Nash Jr.,male,1928,"Bluefield, WV",USA,North America,0,1994,Economic Sciences,2,1/3,received,for their pioneering analysis of equilibria in the theory of non-cooperative games,11370684,Princeton University,"Princeton, NJ",USA,66
605,John Galsworthy,male,1867,Kingston Hill,United Kingdom,Europe,0,1932,Literature,1,1,received,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,6490011,,,,65
205,John H. Northrop,male,1891,"Yonkers, NY",USA,North America,0,1946,Chemistry,2,1/4,received,for their preparation of enzymes and virus proteins in a pure form,3078163,Rockefeller Institute for Medical Research,"Princeton, NJ",USA,55
109,John H. Van Vleck,male,1899,"Middletown, CT",USA,North America,0,1977,Physics,3,1/3,received,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3787559,Harvard University,"Cambridge, MA",USA,78
566,John Hume,male,1937,Londonderry,Northern Ireland,Europe,0,1998,Peace,1,1/2,received,for their efforts to find a peaceful solution to the conflict in Northern Ireland,11941377,,,,61
792,John L. Hall,male,1934,"Denver, CO",USA,North America,1,2005,Physics,2,1/4,received,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",14397252,"University of Colorado, JILA","Boulder, CO",USA,71
314,John Macleod,male,1876,Cluny,Scotland,Europe,0,1923,Physiology or Medicine,2,1/2,received,for the discovery of insulin,3895958,University of Toronto,Toronto,Canada,47
903,John O'Keefe,male,1939,"New York, NY",USA,North America,1,2014,Physiology or Medicine,1,1/2,received,for their discoveries of cells that constitute a positioning system in the brain,10301676,University College,London,United Kingdom,75
291,John Pople,male,1925,Burnham-on-Sea,United Kingdom,Europe,0,1998,Chemistry,2,1/2,received,for his development of computational methods in quantum chemistry,11941377,Northwestern University,"Evanston, IL",USA,73
681,John R. Hicks,male,1904,Warwick,United Kingdom,Europe,0,1972,Economic Sciences,1,1/2,received,for their pioneering contributions to general economic equilibrium theory and welfare theory,4113011,All Souls College,Oxford,United Kingdom,68
507,John R. Mott,male,1865,"Livingston Manor, NY",USA,North America,0,1946,Peace,2,1/2,received,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,3078163,,,,81
427,John R. Vane,male,1927,Tardebigg,United Kingdom,Europe,0,1982,Physiology or Medicine,3,1/3,received,for their discoveries concerning prostaglandins and related biologically active substances,3814029,The Wellcome Research Laboratories,Beckenham,United Kingdom,55
634,John Steinbeck,male,1902,"Salinas, CA",USA,North America,0,1962,Literature,1,1,received,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",3487601,,,,60
1032,Jon Fosse,male,1959,Haugesund,Norway,Europe,1,2023,Literature,1,1,received,for his innovative plays and prose which give voice to the unsayable,11000000,,,,64
574,José Echegaray,male,1832,Madrid,Spain,Europe,0,1904,Literature,2,1/2,received,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",9549412,,,,72
563,José Ramos-Horta,male,1949,Dili,East Timor,Oceania,1,1996,Peace,2,1/2,received,for their work towards a just and peaceful solution to the conflict in East Timor,11666895,,,,47
675,José Saramago,male,1922,Azinhaga,Portugal,Europe,0,1998,Literature,1,1,received,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",11941377,,,,76
664,Joseph Brodsky,male,1940,St. Petersburg,Russia,Europe,0,1987,Literature,1,1,received,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",5255110,,,,47
442,Joseph E. Murray,male,1919,"Milford, MA",USA,North America,0,1990,Physiology or Medicine,1,1/2,received,for their discoveries concerning organ and cell transplantation in the treatment of human disease,7780591,Brigham and Women's Hospital,"Boston, MA",USA,71
746,Joseph E. Stiglitz,male,1943,"Gary, IN",USA,North America,1,2001,Economic Sciences,3,1/3,received,for their analyses of markets with asymmetric information,15114754,Columbia University,"New York, NY",USA,58
337,Joseph Erlanger,male,1874,"San Francisco, CA",USA,North America,0,1944,Physiology or Medicine,1,1/2,received,for their discoveries relating to the highly differentiated functions of single nerve fibres,3086192,Washington University,"St. Louis, MO",USA,70
144,Joseph H. Taylor Jr.,male,1941,"Philadelphia, PA",USA,North America,1,1993,Physics,2,1/2,received,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",11118431,Princeton University,"Princeton, NJ",USA,52
433,Joseph L. Goldstein,male,1940,"Sumter, SC",USA,North America,1,1985,Physiology or Medicine,2,1/2,received,for their discoveries concerning the regulation of cholesterol metabolism,4725513,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,45
560,Joseph Rotblat,male,1908,Warsaw,Poland,Europe,0,1995,Peace,1,1/2,received,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",11406186,,,,87
1008,Joshua D. Angrist,male,1960,"Columbus, OH",USA,North America,1,2021,Economic Sciences,2,1/4,received,for their methodological contributions to the analysis of causal relationships,11760204,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,61
366,Joshua Lederberg,male,1925,"Montclair, NJ",USA,North America,0,1958,Physiology or Medicine,3,1/2,received,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,3253674,University of Wisconsin,"Madison, WI",USA,33
934,Juan Manuel Santos,male,1951,Bogotá,Colombia,South America,1,2016,Peace,1,1,received,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,10204759,,,,65
627,Juan Ramón Jiménez,male,1881,Moguer,Spain,Europe,0,1956,Literature,1,1,received,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",3318586,,,,75
862,Jules A. Hoffmann,male,1941,Echternach,Luxembourg,Europe,1,2011,Physiology or Medicine,2,1/4,received,for their discoveries concerning the activation of innate immunity,12964004,University of Strasbourg,Strasbourg,France,70
309,Jules Bordet,male,1870,Soignies,Belgium,Europe,0,1919,Physiology or Medicine,1,1,received,for his discoveries relating to immunity,2922455,Brussels University,Brussels,Belgium,49
85,Julian Schwinger,male,1918,"New York, NY",USA,North America,0,1965,Physics,2,1/3,received,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",3421105,Harvard University,"Cambridge, MA",USA,47
396,Julius Axelrod,male,1912,"New York, NY",USA,North America,0,1970,Physiology or Medicine,3,1/3,received,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",3906780,National Institutes of Health,"Bethesda, MD",USA,58
317,Julius Wagner-Jauregg,male,1857,Wels,Austria,Europe,0,1927,Physiology or Medicine,1,1,received,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,4417952,Vienna University,Vienna,Austria,70
131,K. Alex Müller,male,1927,Basel,Switzerland,Europe,0,1987,Physics,2,1/2,received,for their important break-through in the discovery of superconductivity in ceramic materials,5255110,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,60
743,K. Barry Sharpless,male,1941,"Philadelphia, PA",USA,North America,1,2001,Chemistry,3,1/2,received,for his work on chirally catalysed oxidation reactions,15114754,The Scripps Research Institute,"La Jolla, CA",USA,60
743,K. Barry Sharpless,male,1941,"Philadelphia, PA",USA,North America,1,2022,Chemistry,3,1/3,received,for the development of click chemistry and bioorthogonal chemistry,10852166,Scripps Research,"La Jolla, CA",USA,81
120,Kai M. Siegbahn,male,1918,Lund,Sweden,Europe,0,1981,Physics,3,1/2,received,for his contribution to the development of high-resolution electron spectroscopy,3601563,Uppsala University,Uppsala,Sweden,63
913,Kailash Satyarthi,male,1954,Vidisha,India,Asia,1,2014,Peace,1,1/2,received,for their struggle against the suppression of children and young people and for the right of all children to education,10301676,,,,60
586,Karl Gjellerup,male,1857,Roholte,Denmark,Europe,0,1917,Literature,1,1/2,received,"for his varied and rich poetry, which is inspired by lofty ideals",4819719,,,,60
321,Karl Landsteiner,male,1868,Vienna,Austria,Europe,0,1930,Physiology or Medicine,1,1,received,for his discovery of human blood groups,6228794,Rockefeller Institute for Medical Research,"New York, NY",USA,62
400,Karl von Frisch,male,1886,Vienna,Austria,Europe,0,1973,Physiology or Medicine,1,1/3,received,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,4095993,Zoologisches Institut der Universität München,Munich,Germany,87
228,Karl Ziegler,male,1898,Helsa,Germany,Europe,0,1963,Chemistry,1,1/2,received,for their discoveries in the field of the chemistry and technology of high polymers,3490429,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,65
278,Kary B. Mullis,male,1944,"Lenoir, NC",USA,North America,0,1993,Chemistry,1,1/2,received,for his invention of the polymerase chain reaction (PCR) method,11118431,,,,49
1024,Katalin Karikó,female,1955,Szolnok,Hungary,Europe,1,2023,Physiology or Medicine,1,1/2,received,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,11000000,Szeged University,Szeged,Hungary,68
947,Kazuo Ishiguro,male,1954,Nagasaki,Japan,Asia,1,2017,Literature,1,1,received,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",11280587,,,,63
386,Keffer Hartline,male,1903,"Bloomsburg, PA",USA,North America,0,1967,Physiology or Medicine,2,1/3,received,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3495735,Rockefeller University,"New York, NY",USA,64
257,Kenichi Fukui,male,1918,Nara,Japan,Asia,0,1981,Chemistry,1,1/2,received,"for their theories, developed independently, concerning the course of chemical reactions",3601563,Kyoto University,Kyoto,Japan,63
121,Kenneth G. Wilson,male,1936,"Waltham, MA",USA,North America,0,1982,Physics,1,1,received,for his theory for critical phenomena in connection with phase transitions,3814029,Cornell University,"Ithaca, NY",USA,46
682,Kenneth J. Arrow,male,1921,"New York, NY",USA,North America,0,1972,Economic Sciences,2,1/2,received,for their pioneering contributions to general economic equilibrium theory and welfare theory,4113011,Harvard University,"Cambridge, MA",USA,51
671,Kenzaburo Oe,male,1935,Uchiko,Japan,Asia,0,1994,Literature,1,1,received,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",11370684,,,,59
725,Kim Dae-jung,male,1925,Mokpo,South Korea,Asia,0,2000,Peace,1,1,received,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",13932169,,,,75
943,Kip S. Thorne,male,1940,"Logan, UT",USA,North America,1,2017,Physics,3,1/4,received,for decisive contributions to the LIGO detector and the observation of gravitational waves,11280587,LIGO/VIRGO Collaboration,,,77
473,Klas Pontus Arnoldson,male,1844,Gothenburg,Sweden,Europe,0,1908,Peace,1,1/2,received,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",8709162,,,,64
1000,Klaus Hasselmann,male,1931,Hamburg,Germany,Europe,1,2021,Physics,2,1/4,received,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",11760204,Max Planck Institute for Meteorology,Hamburg,Germany,90
126,Klaus von Klitzing,male,1943,Schroda,Poland,Europe,1,1985,Physics,1,1,received,for the discovery of the quantized Hall effect,4725513,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,42
589,Knut Hamsun,male,1859,Lom,Norway,Europe,0,1920,Literature,1,1,received,"for his monumental work, <I>Growth of the Soil</I>",2943814,,,,61
749,Kofi Annan,male,1938,Kumasi,Ghana,Africa,0,2001,Peace,2,1/2,received,for their work for a better organized and more peaceful world,15114754,,,,63
757,Koichi Tanaka,male,1959,Toyama City,Japan,Asia,1,2002,Chemistry,2,1/4,received,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,14794608,Shimadzu Corp.,Kyoto,Japan,43
378,Konrad Bloch,male,1912,Nysa,Poland,Europe,0,1964,Physiology or Medicine,1,1/2,received,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,3476602,Harvard University,"Cambridge, MA",USA,52
401,Konrad Lorenz,male,1903,Vienna,Austria,Europe,0,1973,Physiology or Medicine,2,1/3,received,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,4095993,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Altenberg; Grünau im Almtal,Austria,70
850,Konstantin Novoselov,male,1974,Nizhny Tagil,Russia,Europe,1,2010,Physics,2,1/2,received,for groundbreaking experiments regarding the two-dimensional material graphene,13300635,University of Manchester,Manchester,United Kingdom,36
211,Kurt Alder,male,1902,Chorzów,Poland,Europe,0,1950,Chemistry,2,1/2,received,for their discovery and development of the diene synthesis,3749710,Cologne University,Cologne,Germany,48
758,Kurt Wüthrich,male,1938,Aarberg,Switzerland,Europe,1,2002,Chemistry,3,1/2,received,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,14794608,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,64
236,Lars Onsager,male,1903,Oslo,Norway,Europe,0,1968,Chemistry,1,1,received,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",3752326,Yale University,"New Haven, CT",USA,65
895,Lars Peter Hansen,male,1952,"Urbana, IL",USA,North America,1,2013,Economic Sciences,2,1/3,received,for their empirical analysis of asset prices,10284439,University of Chicago,"Chicago, IL",USA,61
21,Lawrence Bragg,male,1890,Adelaide,Australia,Oceania,0,1915,Physics,2,1/2,received,for their services in the analysis of crystal structure by means of X-rays,7643534,Victoria University,Manchester,United Kingdom,25
694,Lawrence R. Klein,male,1920,"Omaha, NE",USA,North America,0,1980,Economic Sciences,1,1,received,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,3552364,University of Pennsylvania,"Philadelphia, PA",USA,60
531,Le Duc Tho ,male,1911,Nam Ha province,Vietnam,Asia,0,1973,Peace,2,1/2,declined,for jointly having negotiated a cease fire in Vietnam in 1973,4095993,,,,62
523,League of Red Cross Societies,organization,1919,Paris,Paris,Europe,1,1963,Peace,2,1/2,received,for promoting the principles of the Geneva Convention and cooperation with the UN,3490429,,,,44
545,Lech Wałęsa,male,1943,Popowo,Poland,Europe,1,1983,Peace,1,1,received,for non-violent struggle for free trade unions and human rights in Poland,4567371,,,,40
735,Leland Hartwell,male,1939,"Los Angeles, CA",USA,North America,1,2001,Physiology or Medicine,1,1/3,received,for their discoveries of key regulators of the cell cycle,15114754,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,62
97,Leo Esaki,male,1925,Osaka,Japan,Asia,1,1973,Physics,1,1/4,received,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",4095993,IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",USA,48
484,Léon Bourgeois,male,1851,Paris,France,Europe,0,1920,Peace,1,1,received,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,2943814,,,,69
512,Léon Jouhaux,male,1879,Paris,France,Europe,0,1951,Peace,1,1,received,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,3302100,,,,72
132,Leon M. Lederman,male,1922,"New York, NY",USA,North America,0,1988,Physics,1,1/3,received,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,5711100,Fermi National Accelerator Laboratory,"Batavia, IL",USA,66
95,Leon N. Cooper,male,1930,"New York, NY",USA,North America,1,1972,Physics,2,1/3,received,"for their jointly developed theory of superconductivity, usually called the BCS-theory",4113011,Brown University,"Providence, RI",USA,42
820,Leonid Hurwicz,male,1917,Moscow,Russia,Europe,0,2007,Economic Sciences,1,1/3,received,for having laid the foundations of mechanism design theory,13893912,University of Minnesota,"Minneapolis, MN",USA,90
686,Leonid Vitaliyevich Kantorovich,male,1912,St. Petersburg,Russia,Europe,0,1975,Economic Sciences,1,1/2,received,for their contributions to the theory of optimum allocation of resources,4184870,Academy of Sciences,Moscow,Russia,63
200,Leopold Ruzicka,male,1887,Vukovar,Croatia,Europe,0,1939,Chemistry,2,1/2,received,for his work on polymethylenes and higher terpenes,5197496,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,52
516,Lester Bowles Pearson,male,1897,Toronto,Canada,North America,0,1957,Peace,1,1,received,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,3316482,,,,60
77,Lev Landau,male,1908,Baku,Azerbaijan,Asia,0,1962,Physics,1,1,received,"for his pioneering theories for condensed matter, especially liquid helium",3487601,Academy of Sciences,Moscow,Russia,54
870,Leymah Gbowee,female,1972,Monrovia,Liberia,Africa,1,2011,Peace,2,1/3,received,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,12964004,,,,39
775,Linda B. Buck,female,1947,"Seattle, WA",USA,North America,1,2004,Physiology or Medicine,2,1/2,received,for their discoveries of odorant receptors and the organization of the olfactory system,14460477,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,57
217,Linus Pauling,male,1901,"Portland, OR",USA,North America,0,1954,Chemistry,1,1,received,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,3245708,California Institute of Technology (Caltech),"Pasadena, CA",USA,53
217,Linus Pauling,male,1901,"Portland, OR",USA,North America,0,1962,Peace,1,1,received,for his fight against the nuclear arms race between East and West,3487601,California Institute of Technology (Caltech),"Pasadena, CA",USA,61
855,Liu Xiaobo,male,1955,Changchun,China,Asia,0,2010,Peace,1,1,received,for his long and non-violent struggle for fundamental human rights in China,13300635,,,,55
883,Lloyd S. Shapley,male,1923,"Cambridge, MA",USA,North America,0,2012,Economic Sciences,2,1/2,received,for the theory of stable allocations and the practice of market design,10278707,University of California,"Los Angeles, CA",USA,89
510,Lord Boyd Orr,male,1880,Kilmaurs,Scotland,Europe,0,1949,Peace,1,1,received,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",3602485,,,,69
8,Lord Rayleigh,male,1842,"Langford Grove, Maldon, Essex",United Kingdom,Europe,0,1904,Physics,1,1,received,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,9549412,Royal Institution of Great Britain,London,United Kingdom,62
221,Lord Todd,male,1907,Glasgow,Scotland,Europe,0,1957,Chemistry,1,1,received,for his work on nucleotides and nucleotide co-enzymes,3316482,University of Cambridge,Cambridge,United Kingdom,50
1030,Louis Brus,male,1943,"Cleveland, OH",USA,North America,1,2023,Chemistry,2,1/3,received,for the discovery and synthesis of quantum dots,11000000,Columbia University,"New York, NY",USA,80
36,Louis de Broglie,male,1892,Dieppe,France,Europe,0,1929,Physics,1,1,received,for his discovery of the wave nature of electrons,6033512,"Sorbonne University, Institut Henri Poincaré",Paris,France,37
459,Louis J. Ignarro,male,1941,"Brooklyn, NY",USA,North America,1,1998,Physiology or Medicine,2,1/3,received,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,11941377,University of California School of Medicine,"Los Angeles, CA",USA,57
92,Louis Néel,male,1904,Lyon,France,Europe,0,1970,Physics,2,1/2,received,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,3906780,University of Grenoble,Grenoble,France,66
472,Louis Renault,male,1843,Autun,France,Europe,0,1907,Peace,2,1/2,received,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,8646616,Sorbonne University,Paris,France,64
993,Louise Glück,female,1943,"New York, NY",USA,North America,0,2020,Literature,1,1,received,for her unmistakable poetic voice that with austere beauty makes individual existence universal,12017727,,,,77
825,Luc Montagnier,male,1932,Chabris,France,Europe,0,2008,Physiology or Medicine,3,1/4,received,for their discovery of human immunodeficiency virus,13432401,World Foundation for AIDS Research and Prevention,Paris,France,76
493,Ludwig Quidde,male,1858,Bremen,Germany,Europe,0,1927,Peace,2,1/2,received,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,4417952,,,,69
607,Luigi Pirandello,male,1867,"Agrigento, Sicily",Italy,Europe,0,1934,Literature,1,1,received,for his bold and ingenious revival of dramatic and scenic art,6352736,,,,67
89,Luis Alvarez,male,1911,"San Francisco, CA",USA,North America,0,1968,Physics,1,1,received,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",3752326,University of California,"Berkeley, CA",USA,57
239,Luis Leloir,male,1906,Paris,France,Europe,0,1970,Chemistry,1,1,received,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,3906780,Institute for Biochemical Research,Buenos Aires,Argentina,64
977,M. Stanley Whittingham,male,1941,,United Kingdom,Europe,1,2019,Chemistry,2,1/3,received,for the development of lithium-ion batteries,10866946,"Binghamton University, State University of New York","New York, NY",USA,78
536,Mairead Corrigan,female,1944,Belfast,Northern Ireland,Europe,1,1976,Peace,2,1/2,received,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,4109175,,,,32
827,Makoto Kobayashi,male,1944,Nagoya,Japan,Asia,1,2008,Physics,2,1/4,received,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,13432401,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,64
914,Malala Yousafzai,female,1997,Mingora,Pakistan,Asia,1,2014,Peace,2,1/2,received,for their struggle against the suppression of children and young people and for the right of all children to education,10301676,,,,17
